StateCode,BeachID,BeachName,StationID,StationName,CountyName,Identifier,StartDate,StartTime,ZoneCode,ActivityTypeCode,CharacteristicName,ResultValue,ResultMeasureUnit,ResultComment,ActivityDepthValue,ActivityDepthUnitCode,SampleCollectionMethodIdentifier,SampleCollectionMethodName,FieldGear,AnalysisDateTime,DetectionQuantitationLimit
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-06-14 00:00:00,00:00:00,,NY069186-01_2004-06-14VIP-04,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-05-29 00:00:00,00:00:00,,WCC-03,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2009-07-20 00:00:00,00:00:00,,VIP09-10,Enterococcus,52,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2009-06-29 00:00:00,00:00:00,,VIP09-07,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-06-18 00:00:00,00:00:00,,WCC-06,Enterococcus,6,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-06-25 00:00:00,00:00:00,,VIP-07,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-07-30 00:00:00,00:00:00,,VIP-12,Enterococcus,119,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-08-27 00:00:00,00:00:00,,WCC-16,Enterococcus,8,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-06-11 00:00:00,00:00:00,,WCC-05,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-07-02 00:00:00,00:00:00,,VIP-08,Enterococcus,96,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-05-21 00:00:00,00:00:00,,WCC-02,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-07-16 00:00:00,00:00:00,,VIP-10,Enterococcus,40,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-07-23 00:00:00,00:00:00,,VIP-11,Enterococcus,52,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-07-26 00:00:00,00:00:00,,NY069186-01_2004-07-26VIP-10,Enterococcus,15,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2009-09-14 00:00:00,00:00:00,,VIP09-17,Enterococcus,4,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-08-20 00:00:00,00:00:00,,WCC-15,Enterococcus,12,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2008-07-21 00:00:00,00:00:00,,VPB08-10,Enterococcus,14,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2008-07-28 00:00:00,00:00:00,,VPB08-11,Enterococcus,10,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2009-06-01 00:00:00,00:00:00,,VIP09-03,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2009-06-08 00:00:00,00:00:00,,VIP09-04,Enterococcus,6,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2009-06-15 00:00:00,00:00:00,,VIP09-05,Enterococcus,70,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2009-07-06 00:00:00,00:00:00,,VIP09-08,Enterococcus,14,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-08-23 00:00:00,00:00:00,,NY069186-01_2004-08-23VIP-14,Total Coliform,1700,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-06-28 00:00:00,00:00:00,,NY069186-01_2004-06-28VIP-06,Enterococcus,14,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-06-28 00:00:00,00:00:00,,NY069186-01_2004-06-28VIP-06,Fecal Coliform,790,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-06-28 00:00:00,00:00:00,,NY069186-01_2004-06-28VIP-06,Total Coliform,790,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2009-07-27 00:00:00,00:00:00,,VIP09-11,Enterococcus,30,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2009-08-17 00:00:00,00:00:00,,VIP09-14,Enterococcus,20,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2009-08-10 00:00:00,00:00:00,,VIP09-13,Enterococcus,4,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2003-06-30 00:00:00,00:00:00,,NY069186-01_2003-06-30VIP-4,Enterococcus,36,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2003-07-09 00:00:00,00:00:00,,NY069186-01_2003-07-09VIP-5,Enterococcus,38,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2003-07-16 00:00:00,00:00:00,,NY069186-01_2003-07-16VIP-6,Enterococcus,20,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2003-07-28 00:00:00,00:00:00,,NY069186-01_2003-07-28VIP-8,Enterococcus,20,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2003-08-11 00:00:00,00:00:00,,NY069186-01_2003-08-11VIP-9,Enterococcus,102,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2003-09-08 00:00:00,00:00:00,,NY069186-01_2003-09-08VIP-11,Enterococcus,52,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2003-07-21 00:00:00,00:00:00,,NY069186-01_2003-07-21VIP-7,Enterococcus,570,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2006-05-30 00:00:00,00:00:00,,NY069186-01_2006-05-30VIP-01,Enterococcus,6,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2006-08-14 00:00:00,00:00:00,,NY069186-01_2006-08-14VIP-05,Enterococcus,6,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2006-08-21 00:00:00,00:00:00,,NY069186-01_2006-08-21VIP-06,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2006-09-05 00:00:00,00:00:00,,NY069186-01_2006-09-05VIP-07,Enterococcus,6,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2006-06-05 00:00:00,00:00:00,,NY069186-01_2006-06-05VIP-02,Enterococcus,18,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2008-08-18 00:00:00,00:00:00,,VPB08-14,Enterococcus,6,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-07-23 00:00:00,00:00:00,,WCC-11,Enterococcus,24,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-08-08 00:00:00,00:00:00,,VIP11-13,Enterococcus,16,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-08-22 00:00:00,00:00:00,,VIP11-16,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-08-15 00:00:00,00:00:00,,VIP11-14,Enterococcus,290,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-06-13 00:00:00,00:00:00,,VIP11-04,Enterococcus,6,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-06-06 00:00:00,00:00:00,,VIP11-03,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-07-11 00:00:00,00:00:00,,VIP11-08,Enterococcus,16,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-07-18 00:00:00,00:00:00,,VIP11-09,Enterococcus,4,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-07-05 00:00:00,00:00:00,,VIP11-07,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-06-20 00:00:00,00:00:00,,VIP11-05,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-05-23 00:00:00,00:00:00,,VIP11-01,Enterococcus,20,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-05-31 00:00:00,00:00:00,,VIP11-02,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-06-27 00:00:00,00:00:00,,VIP11-06,Enterococcus,8,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2011-07-25 00:00:00,00:00:00,,VIP11-10,Enterococcus,840,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2010-08-09 00:00:00,00:00:00,,VIP10-13,Enterococcus,16,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2008-06-23 00:00:00,00:00:00,,VPB08-06,Enterococcus,8,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2009-08-24 00:00:00,00:00:00,,VIP09-15,Enterococcus,100,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-05-29 00:00:00,00:00:00,,VIP-03,Enterococcus,5,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-07-02 00:00:00,00:00:00,,WCC-08,Enterococcus,12,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-08-20 00:00:00,00:00:00,,VIP-15,Enterococcus,144,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2008-05-19 00:00:00,00:00:00,,VPB08-01,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2007-07-30 00:00:00,00:00:00,,WCC-12,Enterococcus,4,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2008-06-09 00:00:00,00:00:00,,VPB08-04,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2008-07-14 00:00:00,00:00:00,,VPB08-09,Enterococcus,82,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2003-06-23 00:00:00,00:00:00,,NY069186-01_2003-06-23VIP-3,Enterococcus,7,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-06-14 00:00:00,00:00:00,,NY069186-01_2004-06-14VIP-04,Total Coliform,20,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-06-14 00:00:00,00:00:00,,NY069186-01_2004-06-14VIP-04,Fecal Coliform,20,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2006-07-25 00:00:00,00:00:00,,NY069186-01_2006-07-25VIP-03,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-06-21 00:00:00,00:00:00,,NY069186-01_2004-06-21VIP-05,Enterococcus,14,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-06-21 00:00:00,00:00:00,,NY069186-01_2004-06-21VIP-05,Fecal Coliform,110,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-06-21 00:00:00,00:00:00,,NY069186-01_2004-06-21VIP-05,Total Coliform,330,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-07-06 00:00:00,00:00:00,,NY069186-01_2004-07-06VIP-07,Fecal Coliform,140,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-08-16 00:00:00,00:00:00,,NY069186-01_2004-08-16VIP-13,Total Coliform,2400,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-07-19 00:00:00,00:00:00,,NY069186-01_2004-07-19VIP-09,Fecal Coliform,490,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-07-26 00:00:00,00:00:00,,NY069186-01_2004-07-26VIP-10,Fecal Coliform,490,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-08-30 00:00:00,00:00:00,,NY069186-01_2004-08-30VIP-15,Total Coliform,490,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-09-14 00:00:00,00:00:00,,NY069186-01_2004-09-14VIP-16,Enterococcus,24,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-08-16 00:00:00,00:00:00,,NY069186-01_2004-08-16VIP-13,Enterococcus,33,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2005-06-13 00:00:00,00:00:00,,NY069186-01_2005-06-13VIP-03,Enterococcus,1220,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2005-06-27 00:00:00,00:00:00,,NY069186-01_2005-06-27VIP-05,Enterococcus,108,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-07-26 00:00:00,00:00:00,,NY069186-01_2004-07-26VIP-10,Total Coliform,490,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2005-08-01 00:00:00,00:00:00,,NY069186-01_2005-08-01VIP-10,Enterococcus,5,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2005-08-08 00:00:00,00:00:00,,NY069186-01_2005-08-08VIP-11,Enterococcus,18,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2004-08-30 00:00:00,00:00:00,,NY069186-01_2004-08-30VIP-15,Fecal Coliform,20,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2005-08-15 00:00:00,00:00:00,,NY069186-01_2005-08-15VIP-12,Enterococcus,4200,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2005-08-22 00:00:00,00:00:00,,NY069186-01_2005-08-22VIP-13,Enterococcus,2,#/100ml,,3,ft,,,,,
NY,NY069186,VIP CLUB,NY069186-01,,WESTCHESTER,,2005-07-11 00:00:00,00:00:00,,NY069186-01_2005-07-11VIP-07,Enterococcus,27,#/100ml,,3,ft,,,,,
